algorithm,instance_class,seed,generation,best_makespan
GA,balanced,2,62,80
GA,balanced,2,63,80
GA,balanced,2,64,80
GA,balanced,2,65,80
GA,balanced,2,66,80
GA,balanced,2,67,80
GA,balanced,2,68,80
GA,balanced,2,69,80
GA,balanced,2,70,80
GA,balanced,2,71,80
GA,balanced,2,72,80
GA,balanced,2,73,80
GA,balanced,2,74,80
GA,balanced,2,75,80
GA,balanced,2,76,80
GA,balanced,2,77,80
GA,balanced,2,78,80
GA,balanced,2,79,80
GA,balanced,2,80,80
SLGA,balanced,2,0,90
SLGA,balanced,2,1,90
SLGA,balanced,2,2,90
SLGA,balanced,2,3,90
SLGA,balanced,2,4,90
SLGA,balanced,2,5,90
SLGA,balanced,2,6,90
SLGA,balanced,2,7,90
SLGA,balanced,2,8,90
SLGA,balanced,2,9,90
SLGA,balanced,2,10,90
SLGA,balanced,2,11,90
SLGA,balanced,2,12,90
SLGA,balanced,2,13,90
SLGA,balanced,2,14,90
SLGA,balanced,2,15,90
SLGA,balanced,2,16,90
SLGA,balanced,2,17,90
SLGA,balanced,2,18,90
SLGA,balanced,2,19,90
SLGA,balanced,2,20,90
SLGA,balanced,2,21,90
SLGA,balanced,2,22,90
SLGA,balanced,2,23,90
SLGA,balanced,2,24,90
SLGA,balanced,2,25,90
SLGA,balanced,2,26,90
SLGA,balanced,2,27,87
SLGA,balanced,2,28,87
SLGA,balanced,2,29,87
SLGA,balanced,2,30,87
SLGA,balanced,2,31,87
SLGA,balanced,2,32,87
SLGA,balanced,2,33,87
SLGA,balanced,2,34,87
SLGA,balanced,2,35,87
SLGA,balanced,2,36,87
SLGA,balanced,2,37,87
SLGA,balanced,2,38,87
SLGA,balanced,2,39,87
SLGA,balanced,2,40,87
SLGA,balanced,2,41,87
SLGA,balanced,2,42,87
SLGA,balanced,2,43,87
SLGA,balanced,2,44,87
SLGA,balanced,2,45,87
SLGA,balanced,2,46,87
SLGA,balanced,2,47,87
SLGA,balanced,2,48,87
SLGA,balanced,2,49,87
SLGA,balanced,2,50,87
SLGA,balanced,2,51,87
SLGA,balanced,2,52,87
SLGA,balanced,2,53,87
SLGA,balanced,2,54,87
SLGA,balanced,2,55,87
SLGA,balanced,2,56,87
SLGA,balanced,2,57,87
SLGA,balanced,2,58,87
SLGA,balanced,2,59,87
SLGA,balanced,2,60,87
SLGA,balanced,2,61,87
SLGA,balanced,2,62,87
SLGA,balanced,2,63,87
SLGA,balanced,2,64,87
SLGA,balanced,2,65,87
SLGA,balanced,2,66,87
SLGA,balanced,2,67,87
SLGA,balanced,2,68,87
SLGA,balanced,2,69,87
SLGA,balanced,2,70,79
SLGA,balanced,2,71,79
SLGA,balanced,2,72,79
SLGA,balanced,2,73,79
SLGA,balanced,2,74,79
SLGA,balanced,2,75,79
SLGA,balanced,2,76,79
SLGA,balanced,2,77,79
SLGA,balanced,2,78,79
SLGA,balanced,2,79,79
SLGA,balanced,2,80,79
GA,balanced,3,0,129
GA,balanced,3,1,129
GA,balanced,3,2,128
GA,balanced,3,3,128
GA,balanced,3,4,128
GA,balanced,3,5,128
GA,balanced,3,6,128
GA,balanced,3,7,128
GA,balanced,3,8,128
GA,balanced,3,9,126
GA,balanced,3,10,120
GA,balanced,3,11,120
GA,balanced,3,12,120
GA,balanced,3,13,120
GA,balanced,3,14,120
GA,balanced,3,15,120
GA,balanced,3,16,120
GA,balanced,3,17,120
GA,balanced,3,18,118
GA,balanced,3,19,118
GA,balanced,3,20,118
GA,balanced,3,21,118
GA,balanced,3,22,118
GA,balanced,3,23,118
GA,balanced,3,24,118
GA,balanced,3,25,118
GA,balanced,3,26,118
GA,balanced,3,27,118
GA,balanced,3,28,118
GA,balanced,3,29,118
GA,balanced,3,30,118
GA,balanced,3,31,118
GA,balanced,3,32,118
GA,balanced,3,33,118
GA,balanced,3,34,118
GA,balanced,3,35,118
GA,balanced,3,36,118
GA,balanced,3,37,118
GA,balanced,3,38,118
GA,balanced,3,39,118
GA,balanced,3,40,118
GA,balanced,3,41,118
GA,balanced,3,42,118
GA,balanced,3,43,118
GA,balanced,3,44,118
GA,balanced,3,45,118
GA,balanced,3,46,118
GA,balanced,3,47,118
GA,balanced,3,48,118
GA,balanced,3,49,118
GA,balanced,3,50,118
GA,balanced,3,51,118
GA,balanced,3,52,118
GA,balanced,3,53,118
GA,balanced,3,54,118
GA,balanced,3,55,118
GA,balanced,3,56,118
GA,balanced,3,57,118
GA,balanced,3,58,118
GA,balanced,3,59,118
GA,balanced,3,60,116
GA,balanced,3,61,116
GA,balanced,3,62,116
GA,balanced,3,63,116
GA,balanced,3,64,116
GA,balanced,3,65,116
GA,balanced,3,66,116
GA,balanced,3,67,116
GA,balanced,3,68,116
GA,balanced,3,69,116
GA,balanced,3,70,116
GA,balanced,3,71,116
GA,balanced,3,72,116
GA,balanced,3,73,116
GA,balanced,3,74,116
GA,balanced,3,75,116
GA,balanced,3,76,116
GA,balanced,3,77,116
GA,balanced,3,78,116
GA,balanced,3,79,116
GA,balanced,3,80,116
SLGA,balanced,3,0,129
SLGA,balanced,3,1,127
SLGA,balanced,3,2,122
SLGA,balanced,3,3,122
SLGA,balanced,3,4,122
SLGA,balanced,3,5,122
SLGA,balanced,3,6,122
SLGA,balanced,3,7,117
SLGA,balanced,3,8,117
SLGA,balanced,3,9,117
SLGA,balanced,3,10,117
SLGA,balanced,3,11,117
SLGA,balanced,3,12,117
SLGA,balanced,3,13,117
SLGA,balanced,3,14,117
SLGA,balanced,3,15,117
SLGA,balanced,3,16,117
SLGA,balanced,3,17,117
SLGA,balanced,3,18,117
SLGA,balanced,3,19,117
SLGA,balanced,3,20,117
SLGA,balanced,3,21,117
SLGA,balanced,3,22,117
SLGA,balanced,3,23,117
SLGA,balanced,3,24,117
SLGA,balanced,3,25,117
SLGA,balanced,3,26,117
SLGA,balanced,3,27,117
SLGA,balanced,3,28,117
SLGA,balanced,3,29,117
SLGA,balanced,3,30,117
SLGA,balanced,3,31,117
SLGA,balanced,3,32,117
SLGA,balanced,3,33,117
SLGA,balanced,3,34,117
SLGA,balanced,3,35,117
SLGA,balanced,3,36,117
SLGA,balanced,3,37,117
SLGA,balanced,3,38,117
SLGA,balanced,3,39,117
SLGA,balanced,3,40,117
SLGA,balanced,3,41,117
SLGA,balanced,3,42,117
SLGA,balanced,3,43,117
SLGA,balanced,3,44,117
SLGA,balanced,3,45,117
SLGA,balanced,3,46,117
SLGA,balanced,3,47,117
SLGA,balanced,3,48,117
SLGA,balanced,3,49,117
SLGA,balanced,3,50,117
SLGA,balanced,3,51,117
SLGA,balanced,3,52,117
SLGA,balanced,3,53,117
SLGA,balanced,3,54,117
SLGA,balanced,3,55,117
SLGA,balanced,3,56,117
SLGA,balanced,3,57,117
SLGA,balanced,3,58,117
SLGA,balanced,3,59,117
SLGA,balanced,3,60,117
SLGA,balanced,3,61,117
SLGA,balanced,3,62,117
SLGA,balanced,3,63,117
SLGA,balanced,3,64,117
SLGA,balanced,3,65,117
SLGA,balanced,3,66,117
SLGA,balanced,3,67,117
SLGA,balanced,3,68,117
SLGA,balanced,3,69,117
SLGA,balanced,3,70,117
SLGA,balanced,3,71,117
SLGA,balanced,3,72,117
SLGA,balanced,3,73,117
SLGA,balanced,3,74,117
SLGA,balanced,3,75,117
SLGA,balanced,3,76,117
SLGA,balanced,3,77,117
SLGA,balanced,3,78,117
SLGA,balanced,3,79,117
SLGA,balanced,3,80,117
GA,balanced,4,0,122
GA,balanced,4,1,122
GA,balanced,4,2,122
GA,balanced,4,3,122
GA,balanced,4,4,121
GA,balanced,4,5,121
GA,balanced,4,6,121
GA,balanced,4,7,121
GA,balanced,4,8,121
GA,balanced,4,9,121
GA,balanced,4,10,121
GA,balanced,4,11,121
GA,balanced,4,12,121
GA,balanced,4,13,121
GA,balanced,4,14,121
GA,balanced,4,15,121
GA,balanced,4,16,121
GA,balanced,4,17,121
GA,balanced,4,18,121
GA,balanced,4,19,121
GA,balanced,4,20,121
GA,balanced,4,21,121
GA,balanced,4,22,121
GA,balanced,4,23,121
GA,balanced,4,24,121
GA,balanced,4,25,121
GA,balanced,4,26,121
GA,balanced,4,27,121
GA,balanced,4,28,121
GA,balanced,4,29,121
GA,balanced,4,30,121
GA,balanced,4,31,121
GA,balanced,4,32,121
GA,balanced,4,33,121
GA,balanced,4,34,121
GA,balanced,4,35,121
GA,balanced,4,36,121
GA,balanced,4,37,121
GA,balanced,4,38,121
GA,balanced,4,39,121
GA,balanced,4,40,121
GA,balanced,4,41,121
GA,balanced,4,42,121
GA,balanced,4,43,121
GA,balanced,4,44,121
GA,balanced,4,45,121
GA,balanced,4,46,121
GA,balanced,4,47,121
GA,balanced,4,48,121
GA,balanced,4,49,121
GA,balanced,4,50,121
GA,balanced,4,51,121
GA,balanced,4,52,121
GA,balanced,4,53,121
GA,balanced,4,54,121
GA,balanced,4,55,121
GA,balanced,4,56,121
GA,balanced,4,57,121
GA,balanced,4,58,121
GA,balanced,4,59,121
GA,balanced,4,60,121
GA,balanced,4,61,121
GA,balanced,4,62,121
GA,balanced,4,63,121
GA,balanced,4,64,121
GA,balanced,4,65,121
GA,balanced,4,66,121
GA,balanced,4,67,121
GA,balanced,4,68,121
GA,balanced,4,69,121
GA,balanced,4,70,121
GA,balanced,4,71,121
GA,balanced,4,72,121
GA,balanced,4,73,121
GA,balanced,4,74,121
GA,balanced,4,75,121
GA,balanced,4,76,120
GA,balanced,4,77,120
GA,balanced,4,78,120
GA,balanced,4,79,120
GA,balanced,4,80,120
SLGA,balanced,4,0,122
SLGA,balanced,4,1,122
SLGA,balanced,4,2,122
SLGA,balanced,4,3,122
SLGA,balanced,4,4,122
SLGA,balanced,4,5,122
SLGA,balanced,4,6,122
SLGA,balanced,4,7,122
SLGA,balanced,4,8,122
SLGA,balanced,4,9,122
SLGA,balanced,4,10,122
SLGA,balanced,4,11,122
SLGA,balanced,4,12,122
SLGA,balanced,4,13,122
SLGA,balanced,4,14,122
SLGA,balanced,4,15,122
SLGA,balanced,4,16,122
SLGA,balanced,4,17,122
SLGA,balanced,4,18,122
SLGA,balanced,4,19,122
SLGA,balanced,4,20,122
SLGA,balanced,4,21,122
SLGA,balanced,4,22,122
SLGA,balanced,4,23,122
SLGA,balanced,4,24,122
SLGA,balanced,4,25,122
SLGA,balanced,4,26,122
SLGA,balanced,4,27,122
SLGA,balanced,4,28,122
SLGA,balanced,4,29,122
SLGA,balanced,4,30,122
SLGA,balanced,4,31,122
SLGA,balanced,4,32,122
SLGA,balanced,4,33,122
SLGA,balanced,4,34,122
SLGA,balanced,4,35,122
SLGA,balanced,4,36,122
SLGA,balanced,4,37,122
SLGA,balanced,4,38,122
SLGA,balanced,4,39,122
SLGA,balanced,4,40,122
SLGA,balanced,4,41,122
SLGA,balanced,4,42,122
SLGA,balanced,4,43,122
SLGA,balanced,4,44,122
SLGA,balanced,4,45,122
SLGA,balanced,4,46,122
SLGA,balanced,4,47,122
SLGA,balanced,4,48,122
SLGA,balanced,4,49,122
SLGA,balanced,4,50,122
SLGA,balanced,4,51,122
SLGA,balanced,4,52,122
SLGA,balanced,4,53,122
SLGA,balanced,4,54,122
SLGA,balanced,4,55,122
SLGA,balanced,4,56,122
SLGA,balanced,4,57,122
SLGA,balanced,4,58,122
SLGA,balanced,4,59,122
SLGA,balanced,4,60,122
SLGA,balanced,4,61,122
SLGA,balanced,4,62,122
SLGA,balanced,4,63,122
SLGA,balanced,4,64,122
SLGA,balanced,4,65,122
SLGA,balanced,4,66,122
SLGA,balanced,4,67,122
SLGA,balanced,4,68,122
SLGA,balanced,4,69,122
SLGA,balanced,4,70,122
SLGA,balanced,4,71,122
SLGA,balanced,4,72,122
SLGA,balanced,4,73,122
SLGA,balanced,4,74,122
SLGA,balanced,4,75,122
SLGA,balanced,4,76,122
SLGA,balanced,4,77,122
SLGA,balanced,4,78,122
SLGA,balanced,4,79,122
SLGA,balanced,4,80,122
GA,balanced,5,0,98
GA,balanced,5,1,98
GA,balanced,5,2,98
GA,balanced,5,3,98
GA,balanced,5,4,98
GA,balanced,5,5,98
GA,balanced,5,6,98
GA,balanced,5,7,98
GA,balanced,5,8,98
GA,balanced,5,9,98
GA,balanced,5,10,98
GA,balanced,5,11,98
GA,balanced,5,12,98
GA,balanced,5,13,98
GA,balanced,5,14,98
GA,balanced,5,15,98
GA,balanced,5,16,98
GA,balanced,5,17,98
GA,balanced,5,18,98
GA,balanced,5,19,98
GA,balanced,5,20,98
GA,balanced,5,21,98
GA,balanced,5,22,98
GA,balanced,5,23,98
GA,balanced,5,24,98
GA,balanced,5,25,98
GA,balanced,5,26,98
GA,balanced,5,27,98
GA,balanced,5,28,98
GA,balanced,5,29,98
GA,balanced,5,30,98
GA,balanced,5,31,98
GA,balanced,5,32,98
GA,balanced,5,33,98
GA,balanced,5,34,98
GA,balanced,5,35,98
GA,balanced,5,36,98
GA,balanced,5,37,98
GA,balanced,5,38,98
GA,balanced,5,39,98
GA,balanced,5,40,98
GA,balanced,5,41,98
GA,balanced,5,42,98
GA,balanced,5,43,98
GA,balanced,5,44,98
GA,balanced,5,45,98
GA,balanced,5,46,98
GA,balanced,5,47,98
GA,balanced,5,48,98
GA,balanced,5,49,98
GA,balanced,5,50,98
GA,balanced,5,51,98
GA,balanced,5,52,98
GA,balanced,5,53,98
GA,balanced,5,54,98
GA,balanced,5,55,98
GA,balanced,5,56,98
GA,balanced,5,57,98
GA,balanced,5,58,98
GA,balanced,5,59,98
GA,balanced,5,60,98
GA,balanced,5,61,98
GA,balanced,5,62,98
GA,balanced,5,63,98
GA,balanced,5,64,98
GA,balanced,5,65,98
GA,balanced,5,66,98
GA,balanced,5,67,98
GA,balanced,5,68,98
GA,balanced,5,69,98
GA,balanced,5,70,98
GA,balanced,5,71,98
GA,balanced,5,72,98
GA,balanced,5,73,98
GA,balanced,5,74,98
GA,balanced,5,75,98
GA,balanced,5,76,98
GA,balanced,5,77,98
GA,balanced,5,78,98
GA,balanced,5,79,98
GA,balanced,5,80,98
SLGA,balanced,5,0,98
SLGA,balanced,5,1,98
SLGA,balanced,5,2,98
SLGA,balanced,5,3,98
SLGA,balanced,5,4,98
SLGA,balanced,5,5,98
SLGA,balanced,5,6,98
SLGA,balanced,5,7,98
SLGA,balanced,5,8,98
SLGA,balanced,5,9,98
SLGA,balanced,5,10,98
SLGA,balanced,5,11,98
SLGA,balanced,5,12,98
SLGA,balanced,5,13,98
SLGA,balanced,5,14,98
SLGA,balanced,5,15,98
SLGA,balanced,5,16,98
SLGA,balanced,5,17,98
SLGA,balanced,5,18,98
SLGA,balanced,5,19,98
SLGA,balanced,5,20,98
SLGA,balanced,5,21,98
SLGA,balanced,5,22,98
SLGA,balanced,5,23,98
SLGA,balanced,5,24,98
SLGA,balanced,5,25,98
SLGA,balanced,5,26,98
SLGA,balanced,5,27,98
SLGA,balanced,5,28,98
SLGA,balanced,5,29,98
SLGA,balanced,5,30,98
SLGA,balanced,5,31,98
SLGA,balanced,5,32,98
SLGA,balanced,5,33,98
SLGA,balanced,5,34,98
SLGA,balanced,5,35,98
SLGA,balanced,5,36,98
SLGA,balanced,5,37,98
SLGA,balanced,5,38,98
SLGA,balanced,5,39,98
SLGA,balanced,5,40,98
SLGA,balanced,5,41,98
SLGA,balanced,5,42,98
SLGA,balanced,5,43,98
SLGA,balanced,5,44,98
SLGA,balanced,5,45,98
SLGA,balanced,5,46,98
SLGA,balanced,5,47,98
SLGA,balanced,5,48,98
SLGA,balanced,5,49,98
SLGA,balanced,5,50,98
SLGA,balanced,5,51,98
SLGA,balanced,5,52,98
SLGA,balanced,5,53,98
SLGA,balanced,5,54,98
SLGA,balanced,5,55,98
SLGA,balanced,5,56,98
SLGA,balanced,5,57,98
SLGA,balanced,5,58,98
SLGA,balanced,5,59,98
SLGA,balanced,5,60,98
SLGA,balanced,5,61,98
SLGA,balanced,5,62,98
SLGA,balanced,5,63,98
SLGA,balanced,5,64,98
SLGA,balanced,5,65,98
SLGA,balanced,5,66,98
SLGA,balanced,5,67,98
SLGA,balanced,5,68,98
SLGA,balanced,5,69,98
SLGA,balanced,5,70,98
SLGA,balanced,5,71,98
SLGA,balanced,5,72,98
SLGA,balanced,5,73,98
SLGA,balanced,5,74,98
SLGA,balanced,5,75,98
SLGA,balanced,5,76,98
SLGA,balanced,5,77,98
SLGA,balanced,5,78,98
SLGA,balanced,5,79,98
SLGA,balanced,5,80,98
GA,high_variance,1,0,299
GA,high_variance,1,1,299
GA,high_variance,1,2,299
GA,high_variance,1,3,299
GA,high_variance,1,4,299
GA,high_variance,1,5,299
GA,high_variance,1,6,299
GA,high_variance,1,7,299
GA,high_variance,1,8,299
GA,high_variance,1,9,299
GA,high_variance,1,10,299
GA,high_variance,1,11,299
GA,high_variance,1,12,299
GA,high_variance,1,13,299
GA,high_variance,1,14,299
GA,high_variance,1,15,299
GA,high_variance,1,16,299
GA,high_variance,1,17,299
GA,high_variance,1,18,299
GA,high_variance,1,19,299
GA,high_variance,1,20,299
GA,high_variance,1,21,299
GA,high_variance,1,22,299
GA,high_variance,1,23,299
GA,high_variance,1,24,299
GA,high_variance,1,25,299
GA,high_variance,1,26,299
GA,high_variance,1,27,299
GA,high_variance,1,28,299
GA,high_variance,1,29,299
GA,high_variance,1,30,299
GA,high_variance,1,31,299
GA,high_variance,1,32,299
GA,high_variance,1,33,299
GA,high_variance,1,34,299
GA,high_variance,1,35,299
GA,high_variance,1,36,299
GA,high_variance,1,37,299
GA,high_variance,1,38,299
GA,high_variance,1,39,299
GA,high_variance,1,40,299
GA,high_variance,1,41,299
GA,high_variance,1,42,299
GA,high_variance,1,43,299
GA,high_variance,1,44,299
GA,high_variance,1,45,299
GA,high_variance,1,46,299
GA,high_variance,1,47,299
GA,high_variance,1,48,299
GA,high_variance,1,49,299
GA,high_variance,1,50,299
GA,high_variance,1,51,299
GA,high_variance,1,52,299
GA,high_variance,1,53,299
GA,high_variance,1,54,299
GA,high_variance,1,55,299
GA,high_variance,1,56,299
GA,high_variance,1,57,299
GA,high_variance,1,58,299
GA,high_variance,1,59,299
GA,high_variance,1,60,299
GA,high_variance,1,61,299
GA,high_variance,1,62,299
GA,high_variance,1,63,299
GA,high_variance,1,64,299
GA,high_variance,1,65,299
GA,high_variance,1,66,299
GA,high_variance,1,67,299
GA,high_variance,1,68,299
GA,high_variance,1,69,299
GA,high_variance,1,70,299
GA,high_variance,1,71,299
GA,high_variance,1,72,299
GA,high_variance,1,73,299
GA,high_variance,1,74,299
GA,high_variance,1,75,299
GA,high_variance,1,76,299
GA,high_variance,1,77,299
GA,high_variance,1,78,299
GA,high_variance,1,79,299
GA,high_variance,1,80,299
SLGA,high_variance,1,0,299
SLGA,high_variance,1,1,299
SLGA,high_variance,1,2,299
SLGA,high_variance,1,3,299
SLGA,high_variance,1,4,299
SLGA,high_variance,1,5,299
SLGA,high_variance,1,6,299
SLGA,high_variance,1,7,299
SLGA,high_variance,1,8,299
SLGA,high_variance,1,9,299
SLGA,high_variance,1,10,299
SLGA,high_variance,1,11,299
SLGA,high_variance,1,12,299
SLGA,high_variance,1,13,299
SLGA,high_variance,1,14,299
SLGA,high_variance,1,15,299
SLGA,high_variance,1,16,299
SLGA,high_variance,1,17,299
SLGA,high_variance,1,18,299
SLGA,high_variance,1,19,299
SLGA,high_variance,1,20,299
SLGA,high_variance,1,21,299
SLGA,high_variance,1,22,299
SLGA,high_variance,1,23,299
SLGA,high_variance,1,24,299
SLGA,high_variance,1,25,299
SLGA,high_variance,1,26,299
SLGA,high_variance,1,27,299
SLGA,high_variance,1,28,299
SLGA,high_variance,1,29,299
SLGA,high_variance,1,30,299
SLGA,high_variance,1,31,299
SLGA,high_variance,1,32,299
SLGA,high_variance,1,33,299
SLGA,high_variance,1,34,299
SLGA,high_variance,1,35,299
SLGA,high_variance,1,36,299
SLGA,high_variance,1,37,299
SLGA,high_variance,1,38,299
SLGA,high_variance,1,39,299
SLGA,high_variance,1,40,299
SLGA,high_variance,1,41,299
SLGA,high_variance,1,42,299
SLGA,high_variance,1,43,299
SLGA,high_variance,1,44,299
SLGA,high_variance,1,45,299
SLGA,high_variance,1,46,299
SLGA,high_variance,1,47,299
SLGA,high_variance,1,48,299
SLGA,high_variance,1,49,299
SLGA,high_variance,1,50,299
SLGA,high_variance,1,51,299
SLGA,high_variance,1,52,299
SLGA,high_variance,1,53,299
SLGA,high_variance,1,54,299
SLGA,high_variance,1,55,299
SLGA,high_variance,1,56,299
SLGA,high_variance,1,57,299
SLGA,high_variance,1,58,299
SLGA,high_variance,1,59,299
SLGA,high_variance,1,60,299
SLGA,high_variance,1,61,299
SLGA,high_variance,1,62,299
SLGA,high_variance,1,63,299
SLGA,high_variance,1,64,299
SLGA,high_variance,1,65,299
SLGA,high_variance,1,66,299
SLGA,high_variance,1,67,299
SLGA,high_variance,1,68,299
SLGA,high_variance,1,69,299
SLGA,high_variance,1,70,299
SLGA,high_variance,1,71,299
SLGA,high_variance,1,72,299
SLGA,high_variance,1,73,299
SLGA,high_variance,1,74,299
SLGA,high_variance,1,75,299
SLGA,high_variance,1,76,299
SLGA,high_variance,1,77,299
SLGA,high_variance,1,78,299
SLGA,high_variance,1,79,299
SLGA,high_variance,1,80,299
GA,high_variance,2,0,289
GA,high_variance,2,1,289
GA,high_variance,2,2,289
GA,high_variance,2,3,276
GA,high_variance,2,4,276
GA,high_variance,2,5,276
GA,high_variance,2,6,276
GA,high_variance,2,7,276
GA,high_variance,2,8,276
GA,high_variance,2,9,276
GA,high_variance,2,10,276
GA,high_variance,2,11,276
GA,high_variance,2,12,276
GA,high_variance,2,13,273
GA,high_variance,2,14,258
GA,high_variance,2,15,258
GA,high_variance,2,16,258
GA,high_variance,2,17,258
GA,high_variance,2,18,258
GA,high_variance,2,19,258
GA,high_variance,2,20,258
GA,high_variance,2,21,258
GA,high_variance,2,22,258
GA,high_variance,2,23,258
GA,high_variance,2,24,258
GA,high_variance,2,25,258
GA,high_variance,2,26,258
GA,high_variance,2,27,258
GA,high_variance,2,28,258
GA,high_variance,2,29,258
GA,high_variance,2,30,258
GA,high_variance,2,31,258
GA,high_variance,2,32,258
GA,high_variance,2,33,258
GA,high_variance,2,34,258
GA,high_variance,2,35,258
GA,high_variance,2,36,258
GA,high_variance,2,37,258
GA,high_variance,2,38,258
GA,high_variance,2,39,258
GA,high_variance,2,40,258
GA,high_variance,2,41,258
GA,high_variance,2,42,258
GA,high_variance,2,43,258
GA,high_variance,2,44,258
GA,high_variance,2,45,258
GA,high_variance,2,46,258
GA,high_variance,2,47,258
GA,high_variance,2,48,258
GA,high_variance,2,49,258
GA,high_variance,2,50,258
GA,high_variance,2,51,258
GA,high_variance,2,52,258
GA,high_variance,2,53,258
GA,high_variance,2,54,258
GA,high_variance,2,55,258
GA,high_variance,2,56,253
GA,high_variance,2,57,253
GA,high_variance,2,58,253
GA,high_variance,2,59,253
GA,high_variance,2,60,253
GA,high_variance,2,61,253
GA,high_variance,2,62,253
GA,high_variance,2,63,253
GA,high_variance,2,64,253
GA,high_variance,2,65,253
GA,high_variance,2,66,253
GA,high_variance,2,67,253
GA,high_variance,2,68,253
GA,high_variance,2,69,253
GA,high_variance,2,70,253
GA,high_variance,2,71,253
GA,high_variance,2,72,253
GA,high_variance,2,73,253
GA,high_variance,2,74,253
GA,high_variance,2,75,253
GA,high_variance,2,76,253
GA,high_variance,2,77,253
GA,high_variance,2,78,253
GA,high_variance,2,79,253
GA,high_variance,2,80,253
SLGA,high_variance,2,0,289
SLGA,high_variance,2,1,289
SLGA,high_variance,2,2,286
SLGA,high_variance,2,3,261
SLGA,high_variance,2,4,261
SLGA,high_variance,2,5,261
SLGA,high_variance,2,6,261
SLGA,high_variance,2,7,261
SLGA,high_variance,2,8,261
SLGA,high_variance,2,9,261
SLGA,high_variance,2,10,261
SLGA,high_variance,2,11,261
SLGA,high_variance,2,12,261
SLGA,high_variance,2,13,261
SLGA,high_variance,2,14,261
SLGA,high_variance,2,15,261
SLGA,high_variance,2,16,261
SLGA,high_variance,2,17,255
SLGA,high_variance,2,18,255
SLGA,high_variance,2,19,255
SLGA,high_variance,2,20,255
SLGA,high_variance,2,21,255
SLGA,high_variance,2,22,255
SLGA,high_variance,2,23,255
SLGA,high_variance,2,24,255
SLGA,high_variance,2,25,255
SLGA,high_variance,2,26,255
SLGA,high_variance,2,27,255
SLGA,high_variance,2,28,255
SLGA,high_variance,2,29,255
SLGA,high_variance,2,30,255
SLGA,high_variance,2,31,255
SLGA,high_variance,2,32,255
SLGA,high_variance,2,33,255
SLGA,high_variance,2,34,255
SLGA,high_variance,2,35,255
SLGA,high_variance,2,36,255
SLGA,high_variance,2,37,255
SLGA,high_variance,2,38,255
SLGA,high_variance,2,39,255
SLGA,high_variance,2,40,255
SLGA,high_variance,2,41,255
SLGA,high_variance,2,42,255
SLGA,high_variance,2,43,255
SLGA,high_variance,2,44,255
SLGA,high_variance,2,45,255
SLGA,high_variance,2,46,255
SLGA,high_variance,2,47,255
SLGA,high_variance,2,48,255
SLGA,high_variance,2,49,255
SLGA,high_variance,2,50,255
SLGA,high_variance,2,51,255
SLGA,high_variance,2,52,255
SLGA,high_variance,2,53,255
SLGA,high_variance,2,54,250
SLGA,high_variance,2,55,250
SLGA,high_variance,2,56,250
SLGA,high_variance,2,57,250
SLGA,high_variance,2,58,250
SLGA,high_variance,2,59,250
SLGA,high_variance,2,60,250
SLGA,high_variance,2,61,250
SLGA,high_variance,2,62,250
SLGA,high_variance,2,63,250
SLGA,high_variance,2,64,250
SLGA,high_variance,2,65,250
SLGA,high_variance,2,66,250
SLGA,high_variance,2,67,250
SLGA,high_variance,2,68,250
SLGA,high_variance,2,69,250
SLGA,high_variance,2,70,250
SLGA,high_variance,2,71,250
SLGA,high_variance,2,72,250
SLGA,high_variance,2,73,250
SLGA,high_variance,2,74,250
SLGA,high_variance,2,75,250
SLGA,high_variance,2,76,250
SLGA,high_variance,2,77,250
SLGA,high_variance,2,78,250
SLGA,high_variance,2,79,250
SLGA,high_variance,2,80,250
GA,high_variance,3,0,350
GA,high_variance,3,1,350
GA,high_variance,3,2,350
GA,high_variance,3,3,350
GA,high_variance,3,4,350
GA,high_variance,3,5,345
GA,high_variance,3,6,345
GA,high_variance,3,7,345
GA,high_variance,3,8,345
GA,high_variance,3,9,345
GA,high_variance,3,10,345
GA,high_variance,3,11,345
GA,high_variance,3,12,345
GA,high_variance,3,13,345
GA,high_variance,3,14,345
GA,high_variance,3,15,345
GA,high_variance,3,16,345
GA,high_variance,3,17,345
GA,high_variance,3,18,345
GA,high_variance,3,19,345
GA,high_variance,3,20,345
GA,high_variance,3,21,345
GA,high_variance,3,22,345
GA,high_variance,3,23,345
GA,high_variance,3,24,345
GA,high_variance,3,25,345
GA,high_variance,3,26,345
GA,high_variance,3,27,345
GA,high_variance,3,28,345
GA,high_variance,3,29,345
GA,high_variance,3,30,345
GA,high_variance,3,31,345
GA,high_variance,3,32,345
GA,high_variance,3,33,345
GA,high_variance,3,34,345
GA,high_variance,3,35,345
GA,high_variance,3,36,345
GA,high_variance,3,37,345
GA,high_variance,3,38,345
GA,high_variance,3,39,345
GA,high_variance,3,40,345
GA,high_variance,3,41,345
GA,high_variance,3,42,345
GA,high_variance,3,43,345
GA,high_variance,3,44,345
GA,high_variance,3,45,345
GA,high_variance,3,46,345
GA,high_variance,3,47,345
GA,high_variance,3,48,345
GA,high_variance,3,49,345
GA,high_variance,3,50,345
GA,high_variance,3,51,345
GA,high_variance,3,52,345
GA,high_variance,3,53,345
GA,high_variance,3,54,345
GA,high_variance,3,55,345
GA,high_variance,3,56,345
GA,high_variance,3,57,345
GA,high_variance,3,58,345
GA,high_variance,3,59,339
